"day","userid","pt","spent"
2,2985,553.358956523319,0
2,2986,606.742385517417,0
2,2991,368.544779673629,0
2,2993,567.09243938966,0
2,2994,551.448885899369,0
2,2995,562.050000207825,0
2,2996,581.698360253557,0
2,2997,561.49147246583,0
2,3000,676.478998513449,0
2,3001,585.242055495449,0
2,3002,595.171953584311,0
2,3014,665.246731626797,0
2,3018,558.749933601585,0
2,3021,609.667259821178,0
2,3026,593.921808862603,0
2,3027,571.720903379203,0
2,3028,681.067884835835,0
2,3030,543.924278557672,0
2,3032,611.569860194614,0
2,3033,601.135781007495,0
2,3034,558.764972607286,0
2,3035,539.279270950331,29.9916298847161
2,3036,577.086060362776,0
2,3038,645.464986811248,0
2,3040,581.576502554876,0
2,3042,577.728716193433,0
2,3043,639.072679209906,0
2,3048,591.659733528753,0
2,3049,648.365393222673,0
2,3050,633.845819796317,0
2,3054,635.095932507699,0
2,3057,642.727132316661,0
2,3059,593.513243918025,0
2,3061,493.805208955678,0
2,3062,548.418222993195,0
2,3066,690.161086179078,0
2,3069,635.965541723295,0
2,3070,557.596701746298,0
2,3071,587.291528517458,0
2,3073,558.211134962871,0
2,3074,548.744676009275,0
2,3077,564.363171284363,0
2,3079,540.297069960397,0
2,3081,598.96038240017,0
2,3084,555.088502114237,0
2,3086,630.654237930351,0
2,3088,682.244215136384,0
2,3096,650.743238256719,29.8961456031661
2,3098,536.320251375173,0
2,1,614.444838161063,0
2,2,627.884366875336,0
2,3,594.85321127145,0
2,4,582.456603092204,0
2,7,493.700999829446,0
2,9,590.49124546413,0
2,10,567.328775969128,0
2,11,598.650893282152,0
2,12,642.218345919178,0
2,13,610.570397294006,0
2,14,652.795070159933,0
2,15,616.082357612494,39.7766849119845
2,16,655.208571319358,0
2,18,535.534537135015,0
2,19,649.062530548846,0
2,20,627.400747487439,0
2,21,582.87868023206,0
2,26,581.10514738455,0
2,28,471.712693541695,0
2,29,580.969945921524,0
2,30,528.645994594153,0
2,31,638.997169385087,0
2,32,567.735690005232,0
2,34,528.947597750129,0
2,38,589.825311067105,0
2,39,603.966885573933,0
2,40,555.108326691385,0
2,42,641.27351660058,0
2,43,590.249021483454,0
2,45,609.594749388356,0
2,46,558.927022597968,0
2,47,600.289618417555,0
2,48,596.194428373464,0
2,51,628.677405885247,0
2,54,575.781402322933,0
2,55,572.986902763816,0
2,56,624.215766233312,0
2,58,614.086344912893,0
2,59,721.167899618034,0
2,61,625.773678465827,0
2,63,569.941651261151,0
2,65,667.315801596907,0
2,66,635.537929743377,0
2,67,667.082919429519,0
2,68,638.468938053419,0
2,69,640.893184290742,0
2,71,475.944120222596,0
2,72,558.435269870642,0
2,73,584.447077101129,0
2,75,535.53472163952,0
2,77,615.696060110237,0
2,78,653.410952962799,0
2,80,626.051846497739,0
2,81,612.867339435184,0
2,82,619.311571315312,0
2,83,558.208825881897,0
2,86,613.892697709597,0
2,87,575.201150784243,0
2,91,530.060612134151,0
2,95,591.191192539459,0
2,97,610.57122512838,0
2,99,552.531820151283,0
2,100,620.069492545001,0
2,105,487.060321554278,0
2,106,569.609657605913,0
2,108,695.927520923104,0
2,111,602.388730241248,0
2,113,595.244151619892,0
2,114,702.276547531194,30.0192067507691
2,115,658.583587378704,0
2,122,676.963985505992,0
2,123,606.905175040545,0
2,125,743.41839539255,0
2,126,789.210596880308,0
2,129,619.308407274698,0
2,131,644.764576136201,0
2,132,570.498523889939,0
2,133,700.863708799823,0
2,134,679.658078956407,0
2,135,719.462308210133,0
3,2892,489.457556394963,0
3,2894,557.516589894863,0
3,2896,518.670944404976,0
3,2897,449.989230362688,0
3,2898,531.383389552017,0
3,2899,447.421882972111,0
3,2900,456.150078623976,0
3,2902,474.37245340248,0
3,2903,585.610675300244,0
3,2904,624.078736598309,0
3,2906,496.825783907918,0
3,2907,425.462178918315,0
3,2908,567.765239180327,0
3,2913,583.789125591131,0
3,2914,510.349068949936,0
3,2915,530.36732694919,0
3,2919,533.001390184251,0
3,2923,450.589698010013,0
3,2925,567.536925584141,0
3,2926,545.113074077039,0
3,2927,534.847113869382,0
3,2929,516.74271008054,0
3,2930,455.150004800592,0
3,2932,495.188758003653,0
3,2933,558.977785952607,0
3,2935,494.875065446876,0
3,2937,531.912042940716,0
3,2939,560.625720498121,0
3,2940,471.576756621847,0
3,2942,463.441903119376,0
3,2944,434.911957821538,36.2813233893065
3,2946,508.170006396429,0
3,2947,456.814093234246,0
3,2948,518.887668044177,41.8768136666081
3,2949,505.006870081386,0
3,2950,433.573244843883,0
3,2953,544.37747698293,0
3,2954,546.90006574727,0
3,2955,505.593825368801,0
3,2956,570.193149650146,0
3,2959,520.036950826925,0
3,2961,576.872377960584,0
3,2966,466.364431889593,0
3,2967,510.140975396766,0
3,2969,487.148655583779,0
3,2971,566.58345540347,0
3,2972,370.413574453156,0
3,2983,475.417122179203,0
3,2985,469.556079001338,0
3,2987,560.430059684942,0
3,2988,486.126726744718,0
3,2992,530.061796238354,0
3,2995,462.780288872523,0
3,2997,664.153355417031,0
3,2998,519.270793590333,0
3,3000,568.069598146302,0
3,3001,537.569788896884,0
3,3002,443.504514153067,0
3,3004,460.926641063248,0
3,3005,595.887763830385,0
3,3006,570.000177139732,0
3,3007,450.184566247867,0
3,3009,540.576070421421,0
3,3010,608.755496810869,0
3,3012,507.878243520606,0
3,3014,544.384349939005,0
3,3015,518.440489425732,0
3,3019,514.533867292336,0
3,3020,482.19176168631,0
3,3021,583.676716169678,0
3,3023,476.793222393539,0
3,3029,590.11502703524,0
3,3030,547.71464776811,0
3,3031,474.791235917313,0
3,3032,542.639634336465,0
3,3033,556.053821838339,0
3,3035,568.654749698327,29.9916298847161
3,3037,639.060295037441,0
3,3038,571.42128819018,0
3,3041,566.827844457704,19.2174949296524
3,3043,604.828061770333,0
3,3044,554.771062872326,0
3,3045,646.523363746441,0
3,3046,533.522421816264,0
3,3052,591.899168200678,0
3,3053,609.657673712143,0
3,3056,570.198777756057,0
3,3059,606.288330517866,0
3,3060,565.010485440028,71.2323490815717
3,3061,519.056345565202,0
3,3063,573.993832858619,0
3,3067,592.838208527159,0
3,3068,573.426845809976,0
3,3071,642.337895253904,0
3,3072,488.333936566279,0
3,3073,509.014244337128,0
3,3074,653.331029140967,0
3,3076,554.557603841978,0
3,3077,571.120084802549,0
3,3078,500.198039578437,0
3,3081,600.180432159777,0
3,3083,473.171412131989,0
3,3084,633.600905405619,0
3,3085,523.51813702481,0
3,3086,519.677200125326,0
3,3087,606.34839999171,0
3,3094,621.490311747689,0
3,3096,597.40824768991,29.8961456031661
3,3097,614.99494292407,0
3,3098,610.526325036149,0
3,3099,663.781074056374,0
3,3100,524.618761818888,0
3,3102,572.190624836366,0
3,3104,646.613721384925,0
3,3106,522.025520813238,0
3,3107,615.695979209961,0
3,3110,547.669379808088,0
3,3111,616.405188049443,0
3,3112,547.704983948995,0
3,3117,531.794408374813,0
3,3119,561.155615518702,0
3,3120,529.251271135465,0
3,3121,619.719637418389,0
3,3124,558.254904959238,0
3,3125,651.539428186241,0
3,3128,525.125300550746,0
3,3129,568.868170030009,14.8739898269348
3,3130,662.986026076406,0
3,3132,534.320025061289,0
3,3133,585.899566917018,0
3,3135,633.591294041698,0
3,3138,594.014405042665,0
3,3139,618.417237981353,0
3,3144,655.909154781479,0
3,3145,600.745092098782,0
3,3147,590.290394962283,0
3,3148,608.031433297776,0
3,3150,706.090871352946,0
3,3151,615.75831887425,0
3,3153,571.439585002865,0
3,3155,589.076957680051,0
3,3158,652.500834874864,0
3,3159,696.746497740362,0
3,3163,637.376184938489,0
3,3164,639.263760433739,0
3,3165,653.554461120493,0
3,3167,619.835426474115,0
3,3170,655.752451393806,0
3,3175,581.455442662718,0
3,3178,584.331146937898,0
3,3179,556.04120458421,0
3,3180,564.059046626313,0
3,3181,640.292884964899,0
3,3182,685.023426905566,0
3,3183,695.668452168672,0
3,3185,608.556397104664,0
3,3187,553.76629926043,0
3,3189,557.398903210875,0
3,3193,572.413867970204,0
3,3194,491.578154245517,0
3,3196,594.616978314734,0
3,3200,630.026812147795,0
3,3201,565.08413428591,0
3,3203,601.426695335519,0
3,3207,648.401621836745,0
3,3210,540.633777107468,0
3,3214,625.97305340779,0
3,3215,603.52715194941,0
3,3217,672.851125608694,0
3,3218,533.715787692219,0
3,3219,637.293124889223,0
3,3220,585.285152791448,0
3,3222,564.850177430258,0
3,3225,618.395467756865,0
3,3227,571.195870259567,0
3,3228,596.90575885546,0
3,3232,622.991994034972,0
3,3234,625.113065957297,0
3,3240,571.216885948302,0
3,3242,569.329501820964,0
3,3246,589.554657442815,0
3,3248,656.263844725723,0
3,3251,628.101609700771,0
3,3252,586.8176072497,0
3,3254,581.556100643943,0
3,3258,691.452374646827,0
3,3263,616.914022014961,0
3,3264,609.01137145523,0
3,3268,637.501944260929,0
3,3274,550.573744373633,0
3,3275,519.943486211511,0
3,3278,599.904076297133,0
3,3279,580.886466526881,0
3,3282,648.307326275049,0
3,3284,608.236530047943,0
3,3286,616.728480640065,0
3,3287,612.51068056217,0
3,3290,591.335244489642,0
3,3291,576.836986446262,44.6540822307578
3,3293,505.995128394987,0
3,3294,588.767052614302,0
3,3295,654.687402413459,0
3,3296,605.788211016857,0
3,3297,573.565200060034,0
3,2,533.352104625971,0
3,4,472.313541976597,0
3,8,533.423595337929,0
3,10,617.643604652394,0
3,11,579.271373254526,0
3,12,466.559873926193,0
3,13,564.808540305839,0
3,14,450.616653841442,0
3,15,509.185247998268,39.7766849119845
3,20,613.052043518798,0
3,22,508.019089984358,0
3,23,630.899932682942,0
3,28,509.093553672763,0
3,30,597.836905895689,0
3,32,555.385670592201,0
3,34,588.336753981245,0
3,35,484.812645225689,0
3,37,597.809765631794,0
3,38,582.162595765003,0
3,39,506.655876179528,0
3,41,481.593478545437,0
3,43,622.286713908474,0
3,47,591.280321894313,0
3,48,553.014568052745,0
3,49,561.696695073735,0
3,52,579.799063171582,0
3,53,474.561101146992,0
3,54,468.906423089377,0
3,55,556.479753106561,0
3,56,488.674980646028,0
3,57,554.670151430496,0
3,59,536.247073770438,0
3,63,480.305882995701,0
3,64,501.509206486265,0
3,65,577.603797009626,0
3,67,626.970088427904,0
3,68,567.763700597784,0
3,70,597.327488394763,0
3,72,551.430490722846,0
3,73,523.978601269432,0
3,74,472.896334553328,0
3,76,549.604635087754,0
3,77,487.736106248467,0
3,79,642.464609294615,0
3,82,592.779127070576,0
3,84,572.731461577174,0
3,86,509.034884100766,0
3,87,570.359333278467,0
3,90,590.390715733629,0
3,91,545.530711559502,0
3,93,576.438498939819,0
3,94,535.279535697763,0
3,96,558.734212018217,0
3,97,572.021128625165,0
3,100,639.127702684072,0
3,101,651.697037148889,0
3,102,605.508942883723,51.4478650128199
3,103,632.989929866969,0
3,104,517.280798497426,0
3,107,566.067027988816,0
3,108,677.124554372467,0
3,109,566.671746807732,0
3,111,556.353957696676,0
3,112,569.844289087701,0
3,113,676.528216104113,0
3,116,571.304133846996,0
3,117,717.672959896607,0
3,118,619.956238634639,0
3,119,539.432104264372,0
3,120,659.600643216315,0
3,125,622.795634623904,0
3,126,523.114619726179,0
3,127,687.028608332292,0
3,128,555.975055280942,0
3,131,518.827262345889,0
3,132,641.519213777211,0
3,133,588.440669508061,0
3,135,679.933761617986,0
3,137,625.847107110274,0
3,138,692.547791945508,0
3,139,656.724518948014,0
3,140,655.747437935468,0
3,142,691.925769065913,0
3,145,684.721936591191,0
3,150,723.399660699503,0
3,151,667.439291151313,0
3,154,642.969493646234,0
3,159,626.734710668074,43.7873453030708
3,161,627.226600932075,0
3,163,639.291541401827,0
3,164,594.686959254484,0
3,166,713.509781936929,0
3,168,583.385384850218,0
3,169,627.107331796117,0
3,171,602.027007322237,0
3,172,596.860395378601,0
3,173,604.801639663245,0
3,174,679.708149927198,0
3,181,616.636875183174,0
3,185,585.937705762334,0
3,187,727.139116922661,0
3,191,633.687192663302,0
3,192,587.188109798513,0
3,195,756.434717759761,0
3,196,678.314227983203,0
3,198,667.24519933903,0
3,200,672.904131172124,0
3,212,703.997180775472,0
3,213,695.352631731625,0
3,216,604.859465879095,0
3,217,665.004833140356,0
3,221,698.51370609577,0
3,223,669.144665976838,0
3,226,558.464237111019,0
3,230,637.959383143011,0
3,231,645.867235384147,0
3,235,651.096130728365,0
3,236,662.702541582131,0
3,238,667.065614886319,0
3,239,626.45800261483,0
3,241,708.646991151869,0
3,242,716.559018660805,0
3,243,737.143413079423,0
3,244,626.352447363039,0
3,245,655.141821449744,0
3,247,751.478673481649,0
4,2894,441.724428593862,0
4,2895,465.235034696027,0
4,2896,520.700498905045,0
4,2898,629.570140478662,0
4,2900,467.970185290072,0
4,2902,514.737286317072,0
4,2904,475.271687459001,0
4,2906,491.392164758608,0
4,2907,518.270508656507,0
4,2910,446.485143082945,0
4,2912,484.429536650816,0
4,2913,518.546267134597,0
4,2915,409.976650508701,0
4,2918,529.339800915059,0
4,2922,574.222567835138,0
4,2923,478.580355857116,0
4,2924,546.64080752615,0
4,2926,401.258024438576,0
4,2927,445.650754234108,0
4,2928,549.579704216929,0
4,2929,474.384935450499,0
4,2930,499.02333084956,0
4,2931,459.516250756624,0
4,2932,530.626557174035,0
4,2933,549.867188594657,0
4,2936,358.82600464983,0
4,2937,540.888555249033,0
4,2938,422.754009494969,0
4,2940,375.041965532813,0
4,2942,416.96460016819,0
4,2943,417.257422552803,0
4,2945,450.741953689334,0
4,2946,453.679833803405,0
4,2947,431.944148484127,0
4,2948,573.05365155069,41.8768136666081
4,2949,477.707714714327,0
4,2952,524.307598236169,0
4,2953,447.584349738559,0
4,2954,505.295842536379,0
4,2955,520.573939388923,0
4,2956,512.911390307335,0
4,2958,513.014390009284,0
4,2963,435.491378430575,0
4,2966,487.863001404615,0
4,2968,537.655731413147,0
4,2975,477.664998168611,0
4,2976,548.175875884789,0
4,2978,441.007809446165,0
4,2983,496.713289733541,0
4,2986,415.753279159436,0
4,2987,492.139081512458,0
4,2988,418.52833573745,0
4,2990,507.001000674488,0
4,2992,551.419204376083,0
4,2994,553.99093817323,0
4,2995,575.932984913742,0
4,2997,560.377531092222,0
4,3000,452.577115003459,0
4,3005,488.652907228038,0
4,3006,477.531738216309,0
4,3007,513.262589180944,0
4,3008,570.435775988647,0
4,3009,590.981564921152,0
4,3010,619.083506228967,0
4,3011,475.391553853718,0
4,3012,472.235363502448,0
4,3013,560.323956400418,0
4,3014,523.617805779588,0
4,3015,488.770515161455,0
4,3016,493.634492701714,0
4,3017,420.414697782701,0
4,3018,524.076575009886,0
4,3019,446.930202419588,0
4,3020,528.927369263824,0
4,3021,532.178097254515,0
4,3022,405.078028376133,0
4,3023,455.688907341148,0
4,3024,502.44411556223,0
4,3026,466.672573926528,0
4,3027,492.60361469423,0
4,3029,565.15796287203,0
4,3031,617.270956044424,0
4,3032,458.458588763338,0
4,3033,561.324983667359,0
4,3034,587.191475041855,0
4,3037,528.825344360221,0
4,3039,550.412971159708,0
4,3041,517.647183904057,19.2174949296524
4,3043,454.163943911896,0
4,3047,422.713423902478,0
4,3048,491.41571846641,0
4,3049,535.512954357653,0
4,3050,467.810656092175,0
4,3051,453.496239795106,0
4,3052,557.933007521615,0
4,3054,481.631885424853,0
4,3056,546.900888711442,0
4,3057,562.705612979242,0
4,3062,525.617061958699,0
4,3065,459.213887300058,0
4,3066,449.011598303306,0
4,3067,494.839468492978,0
4,3069,522.162432750524,0
4,3070,548.849780615318,0
4,3073,539.336244574851,0
4,3078,542.10632907197,0
4,3079,581.875938783894,0
4,3082,497.539462727748,0
4,3086,415.159266837889,0
4,3087,476.566239700807,0
4,3089,457.780439802327,0
4,3090,555.182306286038,0
4,3091,488.545086844037,0
4,3093,561.982168170483,0
4,3094,566.865372929748,0
4,3095,523.673096741159,0
4,3096,421.768657912664,29.8961456031661
4,3097,499.231829658219,0
4,3099,612.976099748751,0
4,3102,603.911939869602,0
4,3106,492.958006153832,0
4,3107,575.961428174413,0
4,3109,574.018416913745,0
4,3110,600.409007331501,0
4,3112,551.179076769398,0
4,3113,563.922791663781,0
4,3116,490.703965870065,0
4,3118,631.559506240079,0
4,3120,620.121378143986,0
4,3121,620.800079379772,0
4,3122,600.479052820813,0
4,3124,432.493098442625,0
4,3127,571.255566505078,0
4,3128,589.889798440068,0
4,3130,553.645667178755,0
4,3131,507.091451967896,0
4,3132,467.76404975065,0
4,3135,664.382560912909,0
4,3138,582.677311038435,0
4,3139,549.176167493032,0
4,3140,583.888301886806,0
4,3141,484.377437332929,0
4,3142,544.798732526575,0
4,3143,565.493742358462,0
4,3145,566.91832140194,0
4,3146,533.544073147121,0
4,3147,498.024555782509,0
4,3148,492.226258548084,0
4,3149,543.380637243191,0
4,3150,496.595474589762,0
4,3151,595.829147753978,0
4,3152,552.815057143493,0
4,3154,574.259336608629,0
4,3155,573.212630003803,0
4,3156,591.952215048892,0
4,3157,519.78025941456,0
4,3158,501.108035725925,0
4,3159,552.588362576548,0
4,3161,550.815068892188,0
4,3162,553.491280585791,0
4,3163,540.920768108053,0
4,3165,588.423056519885,0
4,3167,474.392749774294,0
4,3168,523.529053593378,0
4,3169,482.012589890307,0
4,3171,518.899423505276,0
4,3172,480.193253044166,0
4,3173,554.091438616941,0
4,3174,613.491400070661,0
4,3175,464.94352368195,0
4,3176,530.438191351597,0
4,3177,531.741161401281,0
4,3178,541.32830719183,0
4,3179,608.947776360548,0
4,3180,462.259357749693,0
4,3182,549.924224074016,0
4,3183,551.878504038125,0
4,3184,522.407455722921,0
4,3185,531.695111799025,0
4,3187,620.000757687216,0
4,3190,624.035466472513,0
4,3191,563.983509111273,0
4,3192,467.243942449144,0
4,3193,568.139644110781,0
4,3194,476.939911740777,0
4,3195,563.342167715983,0
4,3196,500.667957280424,0
4,3197,555.036759457082,0
4,3199,595.330421542281,0
4,3202,682.209881254915,0
4,3203,634.805642794497,0
4,3207,484.538971010596,0
4,3208,527.338316541754,0
4,3211,599.546541298689,0
4,3212,538.608753821218,0
4,3213,541.44339262454,0
4,3215,548.703719202272,0
4,3216,623.924810855952,0
4,3218,490.643047359661,0
4,3219,571.212914718347,0
4,3223,530.570434160138,0
4,3225,637.299062372574,0
4,3226,537.4228202787,0
4,3228,575.868671382066,0
4,3232,546.910519411662,0
4,3234,584.818064430309,0
4,3235,626.344026551178,0
4,3238,472.120045358558,0
4,3241,529.38242221328,0
4,3242,582.635503553562,0
4,3243,556.764872538198,0
4,3244,575.710051036945,0
4,3245,546.465572870967,0
4,3246,517.031436213869,0
4,3247,605.062244283252,55.5435112486358
4,3248,630.624841083219,0
4,3249,538.918010330093,0
4,3250,505.581020431078,0
4,3252,533.653601411762,0
4,3253,488.652778778391,0
4,3254,573.255377842659,0
4,3256,547.664979158601,0
4,3257,596.763588945786,0
4,3258,648.414153270446,0
4,3259,582.677215054156,0
4,3262,603.367828042599,0
4,3263,537.539247993398,0
4,3264,554.115705896555,0
4,3265,633.422356673711,0
4,3266,582.844414675686,0
4,3268,630.694151181494,0
4,3270,557.121350334205,0
4,3272,606.766331968961,0
4,3275,502.333748470138,0
4,3280,545.349673869943,0
4,3281,553.146211090079,0
4,3282,557.987686355974,0
4,3286,547.621249063642,0
4,3287,515.016515405373,0
4,3291,624.528477444163,44.6540822307578
4,3292,578.684867413036,0
4,3294,592.432687166727,0
4,3295,620.908821265094,0
4,3296,647.865030733572,0
4,3297,536.210578642321,0
4,3298,552.312647916685,0
4,3299,588.825377680773,0
4,3301,503.138518614381,0
4,3303,635.322579437267,15.0932338669649
4,3304,643.493059285278,0
4,3305,580.036468467028,0
4,3306,618.753446549083,0
4,3308,588.008149682891,0
4,3310,642.735424739601,0
4,3312,541.206671897802,0
4,3315,659.51653438109,0
4,3317,633.307955614924,0
4,3318,603.281389008179,0
4,3321,565.492546165594,65.3845235073442
4,3322,594.522903297201,0
4,3323,654.441917553337,0
4,3324,677.771641459142,0
4,3330,693.634239836638,0
4,3331,647.210076701836,0
4,3332,621.061442293889,0
4,3333,527.400544824326,0
4,3334,506.719295035856,0
4,3335,574.978964764254,0
4,3336,606.479200562449,0
4,3338,589.999192084487,0
4,3342,523.345851044446,0
4,3343,655.410689752844,0
4,3344,590.577428991727,0
4,3346,649.031373472991,0
4,3349,596.714518791322,0
4,3350,592.304537239239,0
4,3351,581.271671304128,0
4,3354,596.837029357528,0
4,3355,643.843619459508,0
4,3357,597.310336760564,0
4,3358,597.706680843084,0
4,3359,536.522089449158,0
4,3361,680.039136583918,0
4,3364,622.133026210063,0
4,3365,532.999341260217,0
4,3366,650.507487717717,0
4,3368,537.521374319459,0
4,3372,601.774612072672,0
4,3373,459.364120163587,0
4,2,499.95054100788,0
4,3,623.420117759927,0
4,4,645.989089158859,0
4,6,554.028291458799,0
4,7,536.082936247152,0
4,8,505.173301891361,0
4,11,535.665244116602,0
4,13,580.556820154368,0
4,14,457.065329615697,0
4,15,477.693056491944,39.7766849119845
4,17,513.439986994012,0
4,19,524.078737417694,0
4,20,424.126612318051,0
4,21,518.659329204852,0
4,22,473.541791883449,0
4,24,510.181727385581,0
4,26,447.221459273309,0
4,27,523.983930594213,0
4,28,510.279932885601,0
4,29,514.775214601955,0
4,32,467.216258278635,0
4,36,494.02757826425,0
4,38,530.275325013502,0
4,40,530.952988936303,0
4,41,457.468349089016,0
4,49,531.899220488855,0
4,50,559.205319591618,0
4,51,472.644570227344,0
4,53,521.327618075202,0
4,54,572.035835108197,0
4,55,472.588175000534,0
4,57,473.080513538617,0
4,59,474.78674035919,0
4,63,362.687196937664,0
4,64,590.389389902102,0
4,65,466.393439401013,0
4,66,477.908222847074,0
4,68,655.956440996023,0
4,69,533.937954862673,0
4,70,566.448970859052,0
4,71,524.309022418546,0
4,72,527.80531110751,0
4,74,601.864345539104,0
4,75,463.004674019288,0
4,77,502.269759839061,0
4,79,562.184370822333,0
4,80,561.546580297218,0
4,81,438.8105272983,0
4,82,530.668083705871,0
4,83,481.539760088811,0
4,86,562.487234586439,0
4,88,505.635058419503,0
4,89,513.991825084484,0
4,91,532.326541232063,0
4,92,507.610220797124,0
4,93,507.161170644166,0
4,94,516.472990576356,0
4,95,488.596388418313,0
4,97,442.09628990853,0
4,98,514.150968940054,0
4,101,560.427248818722,0
4,103,527.491305052539,0
4,104,525.768074753257,0
4,105,455.68304959392,0
4,106,499.234007420857,0
4,108,484.634465690161,0
4,109,642.25770284466,0
4,111,573.628627472079,0
4,112,526.743063271473,0
4,114,482.134061932775,30.0192067507691
4,115,566.244981136157,0
4,116,544.463149152853,0
4,117,590.382495031091,0
4,119,556.57534820501,0
4,120,488.849463586526,0
4,121,691.096253193568,0
4,123,566.141665718729,0
4,124,593.839245484776,0
4,125,575.825079785805,0
4,126,576.826537356232,0
4,127,509.682047108225,0
4,131,549.46403109556,0
4,132,508.805309919634,0
4,136,638.374382898566,0
4,139,571.228860881954,0
4,140,551.424644749641,0
4,144,613.482399902347,0
4,146,627.872196827661,0
4,147,622.825576501438,0
4,148,639.115436884705,0
4,150,631.469057494471,0
4,153,557.575548362433,0
4,154,685.966779388574,0
4,155,574.078178160272,0
4,156,569.617603136117,0
4,158,633.401756040291,0
4,159,707.117871274718,43.7873453030708
4,160,536.1401135163,0
4,161,600.735290365016,0
4,162,568.241758931522,0
4,163,633.103032032765,0
4,165,587.250965338563,0
4,166,532.592605441339,0
4,167,625.077983478202,0
4,170,513.939210897766,0
4,172,463.70357030725,0
4,173,617.567234676544,0
4,174,630.172003521613,0
4,175,639.683129262603,0
4,177,620.368903658329,0
4,178,559.584622771361,0
4,179,621.883003657936,0
4,180,614.898952031025,0
4,184,511.558910776652,0
4,186,598.552789638739,0
4,189,593.622372393026,0
4,191,633.718391997523,0
4,195,578.24937481906,0
4,196,523.840281312009,0
4,199,648.776933416216,0
4,200,578.184568480394,0
4,201,631.97994321042,0
4,203,553.063157108857,0
4,204,629.940373865291,0
4,208,547.205065134558,0
4,209,519.493035652979,0
4,210,615.982764940419,0
